Period,Futures price (₹/kilogram),Spot price (₹/kilogram),expiration,Time_to_Maturity,Futures_theoretical,Futures_theoretical_round,Deviation,Percentage_deviation,Percentage_deviation_round,Basis,Backwardation,actual<theoretical_futures_price,,,,,,,,,,,,,
01-01-17,1027.6,1128,31-01-17,0.082191781,1133.576479,1133.6,-106,-9.350741002,-9.4,100.4,Yes,Yes,,,,,,,,,,,,,
02-01-17,1068.4,1151.7,01-02-17,0.082191781,1157.393644,1157.4,-89,-7.689649214,-7.7,83.3,Yes,Yes,,,,,,,,,,,,,
03-01-17,1052,1139.7,02-02-17,0.082191781,1145.33432,1145.3,-93.3,-8.146337204,-8.1,87.7,Yes,Yes,,,,,,,,,,,,,
04-01-17,1042.1,1127.8,03-02-17,0.082191781,1133.37549,1133.4,-91.3,-8.055408505,-8.1,85.7,Yes,Yes,,,,,,,,,,,,,
05-01-17,1042.7,1126.5,04-02-17,0.082191781,1132.069063,1132.1,-89.4,-7.896828902,-7.9,83.8,Yes,Yes,,,,,,,,,,,,,
06-01-17,1055.3,1133.5,05-02-17,0.082191781,1139.103669,1139.1,-83.8,-7.356685102,-7.4,78.2,Yes,Yes,,,,,,,,,,,,,
07-01-17,1055.3,1133.5,06-02-17,0.082191781,1139.103669,1139.1,-83.8,-7.356685102,-7.4,78.2,Yes,Yes,,,,,,,,,,,,,
08-01-17,1055.3,1133.5,07-02-17,0.082191781,1139.103669,1139.1,-83.8,-7.356685102,-7.4,78.2,Yes,Yes,,,,,,,,,,,,,
09-01-17,1045.2,1140.2,08-02-17,0.082191781,1145.836792,1145.8,-100.6,-8.779891779,-8.8,95,Yes,Yes,,,,,,,,,,,,,
10-01-17,1025.7,1125.3,09-02-17,0.082191781,1130.863131,1130.9,-105.2,-9.302325581,-9.3,99.6,Yes,Yes,,,,,,,,,,,,,
11-01-17,1026.6,1124.1,10-02-17,0.082191781,1129.657198,1129.7,-103.1,-9.126316721,-9.1,97.5,Yes,Yes,,,,,,,,,,,,,
12-01-17,1032.1,1125.4,11-02-17,0.082191781,1130.963625,1131,-98.9,-8.744473917,-8.7,93.3,Yes,Yes,,,,,,,,,,,,,
13-01-17,1042.6,1137.5,12-02-17,0.082191781,1143.123444,1143.1,-100.5,-8.791881725,-8.8,94.9,Yes,Yes,,,,,,,,,,,,,
14-01-17,1042.6,1137.5,13-02-17,0.082191781,1143.123444,1143.1,-100.5,-8.791881725,-8.8,94.9,Yes,Yes,,,,,,,,,,,,,
15-01-17,1042.6,1137.5,14-02-17,0.082191781,1143.123444,1143.1,-100.5,-8.791881725,-8.8,94.9,Yes,Yes,,,,,,,,,,,,,
16-01-17,1027.7,1121.5,15-02-17,0.082191781,1127.044345,1127,-99.3,-8.811002662,-8.8,93.8,Yes,Yes,,,,,,,,,,,,,
17-01-17,1017.1,1124.7,16-02-17,0.082191781,1130.260164,1130.3,-113.2,-10.01504025,-10,107.6,Yes,Yes,,,,,,,,,,,,,
18-01-17,1022,1124.5,17-02-17,0.082191781,1130.059176,1130.1,-108.1,-9.565525175,-9.6,102.5,Yes,Yes,,,,,,,,,,,,,
19-01-17,1027.7,1129.9,18-02-17,0.082191781,1135.485872,1135.5,-107.8,-9.493615148,-9.5,102.2,Yes,Yes,,,,,,,,,,,,,
20-01-17,1004.2,1119.6,19-02-17,0.082191781,1125.134952,1125.1,-120.9,-10.74571149,-10.7,115.4,Yes,Yes,,,,,,,,,,,,,
21-01-17,1004.2,1119.6,20-02-17,0.082191781,1125.134952,1125.1,-120.9,-10.74571149,-10.7,115.4,Yes,Yes,,,,,,,,,,,,,
22-01-17,1004.2,1119.6,21-02-17,0.082191781,1125.134952,1125.1,-120.9,-10.74571149,-10.7,115.4,Yes,Yes,,,,,,,,,,,,,
23-01-17,1009.2,1123.8,22-02-17,0.082191781,1129.355715,1129.4,-120.2,-10.6428192,-10.6,114.6,Yes,Yes,,,,,,,,,,,,,
24-01-17,1000,1118.4,23-02-17,0.082191781,1123.929019,1123.9,-123.9,-11.02411247,-11,118.4,Yes,Yes,,,,,,,,,,,,,
25-01-17,1001.7,1121.4,24-02-17,0.082191781,1126.94385,1126.9,-125.2,-11.11012512,-11.1,119.7,Yes,Yes,,,,,,,,,,,,,
26-01-17,1001.7,1121.4,25-02-17,0.082191781,1126.94385,1126.9,-125.2,-11.11012512,-11.1,119.7,Yes,Yes,,,,,,,,,,,,,
27-01-17,1014.7,1127.2,26-02-17,0.082191781,1132.772524,1132.8,-118.1,-10.42549435,-10.4,112.5,Yes,Yes,,,,,,,,,,,,,
28-01-17,1014.7,1127.2,27-02-17,0.082191781,1132.772524,1132.8,-118.1,-10.42549435,-10.4,112.5,Yes,Yes,,,,,,,,,,,,,
29-01-17,1014.7,1127.2,28-02-17,0.082191781,1132.772524,1132.8,-118.1,-10.42549435,-10.4,112.5,Yes,Yes,,,,,,,,,,,,,
30-01-17,1006.2,1126.4,01-03-17,0.082191781,1131.968569,1132,-125.8,-11.1130742,-11.1,120.2,Yes,Yes,,,,,,,,,,,,,
31-01-17,985,1118,02-03-17,0.082191781,1123.527042,1123.5,-138.5,-12.32754784,-12.3,133,Yes,Yes,,,,,,,,,,,,,
01-02-17,1011.6,1123.8,03-03-17,0.082191781,1129.355715,1129.4,-117.8,-10.43031698,-10.4,112.2,Yes,Yes,,,,,,,,,,,,,
02-02-17,1003.1,1116.9,04-03-17,0.082191781,1122.421604,1122.4,-119.3,-10.62900927,-10.6,113.8,Yes,Yes,,,,,,,,,,,,,
03-02-17,998.5,1117.3,05-03-17,0.082191781,1122.823581,1122.8,-124.3,-11.07053794,-11.1,118.8,Yes,Yes,,,,,,,,,,,,,
04-02-17,998.5,1117.3,06-03-17,0.082191781,1122.823581,1122.8,-124.3,-11.07053794,-11.1,118.8,Yes,Yes,,,,,,,,,,,,,
05-02-17,998.5,1117.3,07-03-17,0.082191781,1122.823581,1122.8,-124.3,-11.07053794,-11.1,118.8,Yes,Yes,,,,,,,,,,,,,
06-02-17,1009.5,1129,08-03-17,0.082191781,1134.581422,1134.6,-125.1,-11.02591222,-11,119.5,Yes,Yes,,,,,,,,,,,,,
07-02-17,1026.7,1137.9,09-03-17,0.082191781,1143.525421,1143.5,-116.8,-10.21425448,-10.2,111.2,Yes,Yes,,,,,,,,,,,,,
08-02-17,1034.8,1146.6,10-03-17,0.082191781,1152.268431,1152.3,-117.5,-10.19699731,-10.2,111.8,Yes,Yes,,,,,,,,,,,,,
09-02-17,1032.4,1143.9,11-03-17,0.082191781,1149.555083,1149.6,-117.2,-10.19485038,-10.2,111.5,Yes,Yes,,,,,,,,,,,,,
10-02-17,1027.4,1145.6,12-03-17,0.082191781,1151.263488,1151.3,-123.9,-10.76174759,-10.8,118.2,Yes,Yes,,,,,,,,,,,,,
11-02-17,1027.4,1145.6,13-03-17,0.082191781,1151.263488,1151.3,-123.9,-10.76174759,-10.8,118.2,Yes,Yes,,,,,,,,,,,,,
12-02-17,1027.4,1145.6,14-03-17,0.082191781,1151.263488,1151.3,-123.9,-10.76174759,-10.8,118.2,Yes,Yes,,,,,,,,,,,,,
13-02-17,1044.9,1157.4,15-03-17,0.082191781,1163.121823,1163.1,-118.2,-10.16249678,-10.2,112.5,Yes,Yes,,,,,,,,,,,,,
14-02-17,1044.1,1158.1,16-03-17,0.082191781,1163.825284,1163.8,-119.7,-10.28527238,-10.3,114,Yes,Yes,,,,,,,,,,,,,
15-02-17,1027,1158.1,17-03-17,0.082191781,1163.825284,1163.8,-136.8,-11.75459701,-11.8,131.1,Yes,Yes,,,,,,,,,,,,,
16-02-17,1027.1,1144.7,18-03-17,0.082191781,1150.359038,1150.4,-123.3,-10.71801113,-10.7,117.6,Yes,Yes,,,,,,,,,,,,,
17-02-17,1025.5,1151.7,19-03-17,0.082191781,1157.393644,1157.4,-131.9,-11.39623294,-11.4,126.2,Yes,Yes,,,,,,,,,,,,,
18-02-17,1025.5,1151.7,20-03-17,0.082191781,1157.393644,1157.4,-131.9,-11.39623294,-11.4,126.2,Yes,Yes,,,,,,,,,,,,,
19-02-17,1025.5,1151.7,21-03-17,0.082191781,1157.393644,1157.4,-131.9,-11.39623294,-11.4,126.2,Yes,Yes,,,,,,,,,,,,,
20-02-17,1021.4,1146.6,22-03-17,0.082191781,1152.268431,1152.3,-130.9,-11.35988892,-11.4,125.2,Yes,Yes,,,,,,,,,,,,,
21-02-17,1015.1,1147.2,23-03-17,0.082191781,1152.871397,1152.9,-137.8,-11.95246769,-12,132.1,Yes,Yes,,,,,,,,,,,,,
22-02-17,1017.4,1147.6,24-03-17,0.082191781,1153.273375,1153.3,-135.9,-11.78357756,-11.8,130.2,Yes,Yes,,,,,,,,,,,,,
23-02-17,1009.1,1145.4,25-03-17,0.082191781,1151.062499,1151.1,-142,-12.33602641,-12.3,136.3,Yes,Yes,,,,,,,,,,,,,
24-02-17,1009.1,1145.4,26-03-17,0.082191781,1151.062499,1151.1,-142,-12.33602641,-12.3,136.3,Yes,Yes,,,,,,,,,,,,,
25-02-17,1009.1,1145.4,27-03-17,0.082191781,1151.062499,1151.1,-142,-12.33602641,-12.3,136.3,Yes,Yes,,,,,,,,,,,,,
26-02-17,1009.1,1145.4,28-03-17,0.082191781,1151.062499,1151.1,-142,-12.33602641,-12.3,136.3,Yes,Yes,,,,,,,,,,,,,
27-02-17,1007.5,1145.9,29-03-17,0.082191781,1151.564971,1151.6,-144.1,-12.51302536,-12.5,138.4,Yes,Yes,,,,,,,,,,,,,
28-02-17,1029.6,1154.2,30-03-17,0.082191781,1159.906003,1159.9,-130.3,-11.23372705,-11.2,124.6,Yes,Yes,,,,,,,,,,,,,
01-03-17,1042.4,1154,31-03-17,0.082191781,1159.705015,1159.7,-117.3,-10.11468483,-10.1,111.6,Yes,Yes,,,,,,,,,,,,,
02-03-17,1045.2,1160.6,01-04-17,0.082191781,1166.337643,1166.3,-121.1,-10.38326331,-10.4,115.4,Yes,Yes,,,,,,,,,,,,,
03-03-17,1042,1158.8,02-04-17,0.082191781,1164.528744,1164.5,-122.5,-10.51953628,-10.5,116.8,Yes,Yes,,,,,,,,,,,,,
04-03-17,1042,1158.8,03-04-17,0.082191781,1164.528744,1164.5,-122.5,-10.51953628,-10.5,116.8,Yes,Yes,,,,,,,,,,,,,
05-03-17,1042,1158.8,04-04-17,0.082191781,1164.528744,1164.5,-122.5,-10.51953628,-10.5,116.8,Yes,Yes,,,,,,,,,,,,,
06-03-17,1041.2,1168.5,05-04-17,0.082191781,1174.276698,1174.3,-133.1,-11.33441199,-11.3,127.3,Yes,Yes,,,,,,,,,,,,,
07-03-17,1036.8,1161.5,06-04-17,0.082191781,1167.242092,1167.2,-130.4,-11.17203564,-11.2,124.7,Yes,Yes,,,,,,,,,,,,,
08-03-17,1026.5,1154.5,07-04-17,0.082191781,1160.207486,1160.2,-133.7,-11.52387519,-11.5,128,Yes,Yes,,,,,,,,,,,,,
09-03-17,1024.3,1151.8,08-04-17,0.082191781,1157.494138,1157.5,-133.2,-11.5075594,-11.5,127.5,Yes,Yes,,,,,,,,,,,,,
10-03-17,1021.6,1155.7,09-04-17,0.082191781,1161.413419,1161.4,-139.8,-12.03719649,-12,134.1,Yes,Yes,,,,,,,,,,,,,
11-03-17,1021.6,1155.7,10-04-17,0.082191781,1161.413419,1161.4,-139.8,-12.03719649,-12,134.1,Yes,Yes,,,,,,,,,,,,,
12-03-17,1021.6,1155.7,11-04-17,0.082191781,1161.413419,1161.4,-139.8,-12.03719649,-12,134.1,Yes,Yes,,,,,,,,,,,,,
13-03-17,1021.6,1155.7,12-04-17,0.082191781,1161.413419,1161.4,-139.8,-12.03719649,-12,134.1,Yes,Yes,,,,,,,,,,,,,
14-03-17,1024,1155.7,13-04-17,0.082191781,1161.413419,1161.4,-137.4,-11.83054934,-11.8,131.7,Yes,Yes,,,,,,,,,,,,,
15-03-17,1003.9,1151.1,14-04-17,0.082191781,1156.790678,1156.8,-152.9,-13.21749654,-13.2,147.2,Yes,Yes,,,,,,,,,,,,,
16-03-17,1004.3,1150.3,15-04-17,0.082191781,1155.986723,1156,-151.7,-13.12283737,-13.1,146,Yes,Yes,,,,,,,,,,,,,
17-03-17,998.1,1147,16-04-17,0.082191781,1152.670409,1152.7,-154.6,-13.41198924,-13.4,148.9,Yes,Yes,,,,,,,,,,,,,
18-03-17,998.1,1147,17-04-17,0.082191781,1152.670409,1152.7,-154.6,-13.41198924,-13.4,148.9,Yes,Yes,,,,,,,,,,,,,
19-03-17,998.1,1147,18-04-17,0.082191781,1152.670409,1152.7,-154.6,-13.41198924,-13.4,148.9,Yes,Yes,,,,,,,,,,,,,
20-03-17,994.3,1136.2,19-04-17,0.082191781,1141.817017,1141.8,-147.5,-12.91819933,-12.9,141.9,Yes,Yes,,,,,,,,,,,,,
21-03-17,989.1,1135.2,20-04-17,0.082191781,1140.812073,1140.8,-151.7,-13.29768583,-13.3,146.1,Yes,Yes,,,,,,,,,,,,,
22-03-17,967.4,1119.2,21-04-17,0.082191781,1124.732974,1124.7,-157.3,-13.98595181,-14,151.8,Yes,Yes,,,,,,,,,,,,,
23-03-17,966.4,1122.5,22-04-17,0.082191781,1128.049288,1128,-161.6,-14.32624113,-14.3,156.1,Yes,Yes,,,,,,,,,,,,,
24-03-17,974.1,1124.3,23-04-17,0.082191781,1129.858187,1129.9,-155.8,-13.78883087,-13.8,150.2,Yes,Yes,,,,,,,,,,,,,
25-03-17,974.1,1124.3,24-04-17,0.082191781,1129.858187,1129.9,-155.8,-13.78883087,-13.8,150.2,Yes,Yes,,,,,,,,,,,,,
26-03-17,974.1,1124.3,25-04-17,0.082191781,1129.858187,1129.9,-155.8,-13.78883087,-13.8,150.2,Yes,Yes,,,,,,,,,,,,,
27-03-17,968.2,1121.7,26-04-17,0.082191781,1127.245333,1127.2,-159,-14.10574876,-14.1,153.5,Yes,Yes,,,,,,,,,,,,,
28-03-17,972.5,1120.3,27-04-17,0.082191781,1125.838412,1125.8,-153.3,-13.61698348,-13.6,147.8,Yes,Yes,,,,,,,,,,,,,
29-03-17,992.5,1127,28-04-17,0.082191781,1132.571535,1132.6,-140.1,-12.36976867,-12.4,134.5,Yes,Yes,,,,,,,,,,,,,
30-03-17,985.8,1134.4,29-04-17,0.082191781,1140.008118,1140,-154.2,-13.52631579,-13.5,148.6,Yes,Yes,,,,,,,,,,,,,
31-03-17,983.3,1127.2,30-04-17,0.082191781,1132.772524,1132.8,-149.5,-13.19738701,-13.2,143.9,Yes,Yes,,,,,,,,,,,,,
01-04-17,983.3,1127.2,01-05-17,0.082191781,1132.772524,1132.8,-149.5,-13.19738701,-13.2,143.9,Yes,Yes,,,,,,,,,,,,,
02-04-17,983.3,1127.2,02-05-17,0.082191781,1132.772524,1132.8,-149.5,-13.19738701,-13.2,143.9,Yes,Yes,,,,,,,,,,,,,
03-04-17,991,1115.5,03-05-17,0.082191781,1121.014683,1121,-130,-11.59678858,-11.6,124.5,Yes,Yes,,,,,,,,,,,,,
04-04-17,991,1115.5,04-05-17,0.082191781,1121.014683,1121,-130,-11.59678858,-11.6,124.5,Yes,Yes,,,,,,,,,,,,,
05-04-17,1000,1133.5,05-05-17,0.082191781,1139.103669,1139.1,-139.1,-12.21139496,-12.2,133.5,Yes,Yes,,,,,,,,,,,,,
06-04-17,995.8,1134,06-05-17,0.082191781,1139.606141,1139.6,-143.8,-12.61846262,-12.6,138.2,Yes,Yes,,,,,,,,,,,,,
07-04-17,994.5,1125.5,07-05-17,0.082191781,1131.064119,1131.1,-136.6,-12.07673946,-12.1,131,Yes,Yes,,,,,,,,,,,,,
08-04-17,994.5,1125.5,08-05-17,0.082191781,1131.064119,1131.1,-136.6,-12.07673946,-12.1,131,Yes,Yes,,,,,,,,,,,,,
09-04-17,994.5,1125.5,09-05-17,0.082191781,1131.064119,1131.1,-136.6,-12.07673946,-12.1,131,Yes,Yes,,,,,,,,,,,,,
10-04-17,988.8,1133.3,10-05-17,0.082191781,1138.90268,1138.9,-150.1,-13.17938362,-13.2,144.5,Yes,Yes,,,,,,,,,,,,,
11-04-17,978.1,1116.5,11-05-17,0.082191781,1122.019626,1122,-143.9,-12.82531194,-12.8,138.4,Yes,Yes,,,,,,,,,,,,,
12-04-17,983.8,1120.2,12-05-17,0.082191781,1125.737918,1125.7,-141.9,-12.60548992,-12.6,136.4,Yes,Yes,,,,,,,,,,,,,
13-04-17,991.5,1124.4,13-05-17,0.082191781,1129.958681,1130,-138.5,-12.25663717,-12.3,132.9,Yes,Yes,,,,,,,,,,,,,
14-04-17,991.5,1124.4,14-05-17,0.082191781,1129.958681,1130,-138.5,-12.25663717,-12.3,132.9,Yes,Yes,,,,,,,,,,,,,
15-04-17,991.5,1124.4,15-05-17,0.082191781,1129.958681,1130,-138.5,-12.25663717,-12.3,132.9,Yes,Yes,,,,,,,,,,,,,
16-04-17,991.5,1124.4,16-05-17,0.082191781,1129.958681,1130,-138.5,-12.25663717,-12.3,132.9,Yes,Yes,,,,,,,,,,,,,
17-04-17,967.2,1117.3,17-05-17,0.082191781,1122.823581,1122.8,-155.6,-13.85821161,-13.9,150.1,Yes,Yes,,,,,,,,,,,,,
18-04-17,959.2,1110.6,18-05-17,0.082191781,1116.090458,1116.1,-156.9,-14.05788012,-14.1,151.4,Yes,Yes,,,,,,,,,,,,,
19-04-17,942.1,1095,19-05-17,0.082191781,1100.413337,1100.4,-158.3,-14.38567794,-14.4,152.9,Yes,Yes,,,,,,,,,,,,,
20-04-17,944.5,1103.5,20-05-17,0.082191781,1108.955358,1109,-164.5,-14.83318305,-14.8,159,Yes,Yes,,,,,,,,,,,,,
21-04-17,948.2,1108.5,21-05-17,0.082191781,1113.980077,1114,-165.8,-14.88330341,-14.9,160.3,Yes,Yes,,,,,,,,,,,,,
22-04-17,948.2,1108.5,22-05-17,0.082191781,1113.980077,1114,-165.8,-14.88330341,-14.9,160.3,Yes,Yes,,,,,,,,,,,,,
23-04-17,948.2,1108.5,23-05-17,0.082191781,1113.980077,1114,-165.8,-14.88330341,-14.9,160.3,Yes,Yes,,,,,,,,,,,,,
24-04-17,938.4,1099.5,24-05-17,0.082191781,1104.935584,1104.9,-166.5,-15.06923704,-15.1,161.1,Yes,Yes,,,,,,,,,,,,,
25-04-17,928.5,1094.6,25-05-17,0.082191781,1100.01136,1100,-171.5,-15.59090909,-15.6,166.1,Yes,Yes,,,,,,,,,,,,,
26-04-17,936.7,1088.6,26-05-17,0.082191781,1093.981697,1094,-157.3,-14.37842779,-14.4,151.9,Yes,Yes,,,,,,,,,,,,,
27-04-17,925.9,1084.1,27-05-17,0.082191781,1089.459451,1089.5,-163.6,-15.01606241,-15,158.2,Yes,Yes,,,,,,,,,,,,,
28-04-17,943.4,1088.1,28-05-17,0.082191781,1093.479226,1093.5,-150.1,-13.72656607,-13.7,144.7,Yes,Yes,,,,,,,,,,,,,
29-04-17,943.4,1088.1,29-05-17,0.082191781,1093.479226,1093.5,-150.1,-13.72656607,-13.7,144.7,Yes,Yes,,,,,,,,,,,,,
30-04-17,943.4,1088.1,30-05-17,0.082191781,1093.479226,1093.5,-150.1,-13.72656607,-13.7,144.7,Yes,Yes,,,,,,,,,,,,,
01-05-17,953.3,1088.1,31-05-17,0.082191781,1093.479226,1093.5,-140.2,-12.82121628,-12.8,134.8,Yes,Yes,,,,,,,,,,,,,
02-05-17,928.8,1084.5,01-06-17,0.082191781,1089.861428,1089.9,-161.1,-14.78117258,-14.8,155.7,Yes,Yes,,,,,,,,,,,,,
03-05-17,921.5,1071.4,02-06-17,0.082191781,1076.696666,1076.7,-155.2,-14.41441441,-14.4,149.9,Yes,Yes,,,,,,,,,,,,,
04-05-17,916.8,1066.3,03-06-17,0.082191781,1071.571453,1071.6,-154.8,-14.44568869,-14.4,149.5,Yes,Yes,,,,,,,,,,,,,
05-05-17,915.1,1067.5,04-06-17,0.082191781,1072.777386,1072.8,-157.7,-14.69985086,-14.7,152.4,Yes,Yes,,,,,,,,,,,,,
06-05-17,915.1,1067.5,05-06-17,0.082191781,1072.777386,1072.8,-157.7,-14.69985086,-14.7,152.4,Yes,Yes,,,,,,,,,,,,,
07-05-17,915.1,1067.5,06-06-17,0.082191781,1072.777386,1072.8,-157.7,-14.69985086,-14.7,152.4,Yes,Yes,,,,,,,,,,,,,
08-05-17,907.5,1048.2,07-06-17,0.082191781,1053.381972,1053.4,-145.9,-13.85038922,-13.9,140.7,Yes,Yes,,,,,,,,,,,,,
09-05-17,935.6,1058.9,08-06-17,0.082191781,1064.13487,1064.1,-128.5,-12.07593271,-12.1,123.3,Yes,Yes,,,,,,,,,,,,,
10-05-17,912,1056.3,09-06-17,0.082191781,1061.522016,1061.5,-149.5,-14.08384362,-14.1,144.3,Yes,Yes,,,,,,,,,,,,,
11-05-17,930.6,1049,10-06-17,0.082191781,1054.185927,1054.2,-123.6,-11.72453045,-11.7,118.4,Yes,Yes,,,,,,,,,,,,,
12-05-17,944.8,1063.2,11-06-17,0.082191781,1068.456128,1068.5,-123.7,-11.57697707,-11.6,118.4,Yes,Yes,,,,,,,,,,,,,
13-05-17,944.8,1063.2,12-06-17,0.082191781,1068.456128,1068.5,-123.7,-11.57697707,-11.6,118.4,Yes,Yes,,,,,,,,,,,,,
14-05-17,944.8,1063.2,13-06-17,0.082191781,1068.456128,1068.5,-123.7,-11.57697707,-11.6,118.4,Yes,Yes,,,,,,,,,,,,,
15-05-17,958.6,1068.8,14-06-17,0.082191781,1074.083812,1074.1,-115.5,-10.75318872,-10.8,110.2,Yes,Yes,,,,,,,,,,,,,
16-05-17,954.4,1072,15-06-17,0.082191781,1077.299632,1077.3,-122.9,-11.40815,-11.4,117.6,Yes,Yes,,,,,,,,,,,,,
17-05-17,964.5,1076.2,16-06-17,0.082191781,1081.520396,1081.5,-117,-10.81830791,-10.8,111.7,Yes,Yes,,,,,,,,,,,,,
18-05-17,961.4,1070.1,17-06-17,0.082191781,1075.390239,1075.4,-114,-10.60070671,-10.6,108.7,Yes,Yes,,,,,,,,,,,,,
19-05-17,940.4,1059.7,18-06-17,0.082191781,1064.938825,1064.9,-124.5,-11.69123861,-11.7,119.3,Yes,Yes,,,,,,,,,,,,,
20-05-17,940.4,1059.7,19-06-17,0.082191781,1064.938825,1064.9,-124.5,-11.69123861,-11.7,119.3,Yes,Yes,,,,,,,,,,,,,
21-05-17,940.4,1059.7,20-06-17,0.082191781,1064.938825,1064.9,-124.5,-11.69123861,-11.7,119.3,Yes,Yes,,,,,,,,,,,,,
22-05-17,944.4,1052.5,21-06-17,0.082191781,1057.70323,1057.7,-113.3,-10.7119221,-10.7,108.1,Yes,Yes,,,,,,,,,,,,,
23-05-17,943.6,1055.3,22-06-17,0.082191781,1060.517073,1060.5,-116.9,-11.02310231,-11,111.7,Yes,Yes,,,,,,,,,,,,,
24-05-17,958.2,1057.2,23-06-17,0.082191781,1062.426466,1062.4,-104.2,-9.807981928,-9.8,99,Yes,Yes,,,,,,,,,,,,,
25-05-17,963.4,1057.2,24-06-17,0.082191781,1062.426466,1062.4,-99,-9.318524096,-9.3,93.8,Yes,Yes,,,,,,,,,,,,,
26-05-17,1001.4,1063.2,25-06-17,0.082191781,1068.456128,1068.5,-67.1,-6.27983154,-6.3,61.8,Yes,Yes,,,,,,,,,,,,,
27-05-17,1001.4,1063.2,26-06-17,0.082191781,1068.456128,1068.5,-67.1,-6.27983154,-6.3,61.8,Yes,Yes,,,,,,,,,,,,,
28-05-17,1001.4,1063.2,27-06-17,0.082191781,1068.456128,1068.5,-67.1,-6.27983154,-6.3,61.8,Yes,Yes,,,,,,,,,,,,,
29-05-17,1039.5,1067.2,28-06-17,0.082191781,1072.475902,1072.5,-33,-3.076923077,-3.1,27.7,Yes,Yes,,,,,,,,,,,,,
30-05-17,998,1062.2,29-06-17,0.082191781,1067.451184,1067.5,-69.5,-6.510538642,-6.5,64.2,Yes,Yes,,,,,,,,,,,,,
31-05-17,958.2,1057.1,30-06-17,0.082191781,1062.325971,1062.3,-104.1,-9.799491669,-9.8,98.9,Yes,Yes,,,,,,,,,,,,,
01-06-17,935,1060.3,01-07-17,0.082191781,1065.541791,1065.5,-130.5,-12.247771,-12.2,125.3,Yes,Yes,,,,,,,,,,,,,
02-06-17,924,1049,02-07-17,0.082191781,1054.185927,1054.2,-130.2,-12.35059761,-12.4,125,Yes,Yes,,,,,,,,,,,,,
03-06-17,924,1049,03-07-17,0.082191781,1054.185927,1054.2,-130.2,-12.35059761,-12.4,125,Yes,Yes,,,,,,,,,,,,,
04-06-17,924,1049,04-07-17,0.082191781,1054.185927,1054.2,-130.2,-12.35059761,-12.4,125,Yes,Yes,,,,,,,,,,,,,
05-06-17,900.6,1019,05-07-17,0.082191781,1024.037617,1024,-123.4,-12.05078125,-12.1,118.4,Yes,Yes,,,,,,,,,,,,,
06-06-17,897.8,1009.9,06-07-17,0.082191781,1014.892629,1014.9,-117.1,-11.53808257,-11.5,112.1,Yes,Yes,,,,,,,,,,,,,
07-06-17,900.9,1016.7,07-07-17,0.082191781,1021.726246,1021.7,-120.8,-11.82343154,-11.8,115.8,Yes,Yes,,,,,,,,,,,,,
08-06-17,906.9,1019.4,08-07-17,0.082191781,1024.439594,1024.4,-117.5,-11.47012886,-11.5,112.5,Yes,Yes,,,,,,,,,,,,,
09-06-17,920.1,1034.5,09-07-17,0.082191781,1039.614244,1039.6,-119.5,-11.49480569,-11.5,114.4,Yes,Yes,,,,,,,,,,,,,
10-06-17,920.1,1034.5,10-07-17,0.082191781,1039.614244,1039.6,-119.5,-11.49480569,-11.5,114.4,Yes,Yes,,,,,,,,,,,,,
11-06-17,920.1,1034.5,11-07-17,0.082191781,1039.614244,1039.6,-119.5,-11.49480569,-11.5,114.4,Yes,Yes,,,,,,,,,,,,,
12-06-17,908.1,1023.7,12-07-17,0.082191781,1028.760852,1028.8,-120.7,-11.73211509,-11.7,115.6,Yes,Yes,,,,,,,,,,,,,
13-06-17,916.3,1024,13-07-17,0.082191781,1029.062335,1029.1,-112.8,-10.96103391,-11,107.7,Yes,Yes,,,,,,,,,,,,,
14-06-17,928.9,1039.4,14-07-17,0.082191781,1044.538468,1044.5,-115.6,-11.06749641,-11.1,110.5,Yes,Yes,,,,,,,,,,,,,
15-06-17,927.7,1042.7,15-07-17,0.082191781,1047.854782,1047.9,-120.2,-11.47056017,-11.5,115,Yes,Yes,,,,,,,,,,,,,
16-06-17,922.8,1035.4,16-07-17,0.082191781,1040.518693,1040.5,-117.7,-11.31186929,-11.3,112.6,Yes,Yes,,,,,,,,,,,,,
17-06-17,922.8,1035.4,17-07-17,0.082191781,1040.518693,1040.5,-117.7,-11.31186929,-11.3,112.6,Yes,Yes,,,,,,,,,,,,,
18-06-17,922.8,1035.4,18-07-17,0.082191781,1040.518693,1040.5,-117.7,-11.31186929,-11.3,112.6,Yes,Yes,,,,,,,,,,,,,
19-06-17,921.8,1027.7,19-07-17,0.082191781,1032.780627,1032.8,-111,-10.74748257,-10.7,105.9,Yes,Yes,,,,,,,,,,,,,
20-06-17,923,1033.6,20-07-17,0.082191781,1038.709795,1038.7,-115.7,-11.13892365,-11.1,110.6,Yes,Yes,,,,,,,,,,,,,
21-06-17,927.7,1029.9,21-07-17,0.082191781,1034.991503,1035,-107.3,-10.36714976,-10.4,102.2,Yes,Yes,,,,,,,,,,,,,
22-06-17,927.1,1031.9,22-07-17,0.082191781,1037.00139,1037,-109.9,-10.5978785,-10.6,104.8,Yes,Yes,,,,,,,,,,,,,
23-06-17,908.6,1026.1,23-07-17,0.082191781,1031.172717,1031.2,-122.6,-11.88906129,-11.9,117.5,Yes,Yes,,,,,,,,,,,,,
