Period,Futures price (₹/kilogram),Spot price (₹/kilogram),expiration,Time_to_Maturity,Futures_theoretical,Futures_theoretical_round,Deviation,Percentage_deviation,Percentage_deviation_round,Basis,Backwardation,actual<theoretical_futures_price,,,,,,,,,,,,,
26-11-18,1668.4,1839.2,26-12-18,0.082191781,1848.292429,1848.3,-179.9,-9.733268409,-9.7,170.8,Yes,Yes,,,,,,,,,,,,,
27-11-18,1678.9,1853.5,27-12-18,0.082191781,1862.663123,1862.7,-183.8,-9.86739679,-9.9,174.6,Yes,Yes,,,,,,,,,,,,,
28-11-18,1683.5,1841.8,28-12-18,0.082191781,1850.905282,1850.9,-167.4,-9.044248744,-9,158.3,Yes,Yes,,,,,,,,,,,,,
29-11-18,1686.9,1870.8,29-12-18,0.082191781,1880.048649,1880,-193.1,-10.2712766,-10.3,183.9,Yes,Yes,,,,,,,,,,,,,
30-11-18,1631,1831.5,30-12-18,0.082191781,1840.554362,1840.6,-209.6,-11.387591,-11.4,200.5,Yes,Yes,,,,,,,,,,,,,
01-12-18,1631,1831.5,31-12-18,0.082191781,1840.554362,1840.6,-209.6,-11.387591,-11.4,200.5,Yes,Yes,,,,,,,,,,,,,
02-12-18,1631,1831.5,01-01-19,0.082191781,1840.554362,1840.6,-209.6,-11.387591,-11.4,200.5,Yes,Yes,,,,,,,,,,,,,
03-12-18,1583.6,1759.4,02-01-19,0.082191781,1768.097922,1768.1,-184.5,-10.43493015,-10.4,175.8,Yes,Yes,,,,,,,,,,,,,
04-12-18,1610.9,1802.8,03-01-19,0.082191781,1811.712478,1811.7,-200.8,-11.08351272,-11.1,191.9,Yes,Yes,,,,,,,,,,,,,
05-12-18,1616.4,1802.3,04-01-19,0.082191781,1811.210007,1811.2,-194.8,-10.75530035,-10.8,185.9,Yes,Yes,,,,,,,,,,,,,
06-12-18,1613.8,1792.6,05-01-19,0.082191781,1801.462053,1801.5,-187.7,-10.4190952,-10.4,178.8,Yes,Yes,,,,,,,,,,,,,
07-12-18,1588.3,1794.4,06-01-19,0.082191781,1803.270951,1803.3,-215,-11.92258637,-11.9,206.1,Yes,Yes,,,,,,,,,,,,,
08-12-18,1588.3,1794.4,07-01-19,0.082191781,1803.270951,1803.3,-215,-11.92258637,-11.9,206.1,Yes,Yes,,,,,,,,,,,,,
09-12-18,1588.3,1794.4,08-01-19,0.082191781,1803.270951,1803.3,-215,-11.92258637,-11.9,206.1,Yes,Yes,,,,,,,,,,,,,
10-12-18,1524.8,1716.3,09-01-19,0.082191781,1724.78485,1724.8,-200,-11.59554731,-11.6,191.5,Yes,Yes,,,,,,,,,,,,,
11-12-18,1543.8,1743,10-01-19,0.082191781,1751.616846,1751.6,-207.8,-11.86343914,-11.9,199.2,Yes,Yes,,,,,,,,,,,,,
12-12-18,1487.6,1693.7,11-01-19,0.082191781,1702.073122,1702.1,-214.5,-12.60207978,-12.6,206.1,Yes,Yes,,,,,,,,,,,,,
13-12-18,1493.4,1714.8,12-01-19,0.082191781,1723.277434,1723.3,-229.9,-13.34068357,-13.3,221.4,Yes,Yes,,,,,,,,,,,,,
14-12-18,1491.7,1697.5,13-01-19,0.082191781,1705.891908,1705.9,-214.2,-12.55642183,-12.6,205.8,Yes,Yes,,,,,,,,,,,,,
15-12-18,1491.7,1697.5,14-01-19,0.082191781,1705.891908,1705.9,-214.2,-12.55642183,-12.6,205.8,Yes,Yes,,,,,,,,,,,,,
16-12-18,1491.7,1697.5,15-01-19,0.082191781,1705.891908,1705.9,-214.2,-12.55642183,-12.6,205.8,Yes,Yes,,,,,,,,,,,,,
17-12-18,1481.5,1697.3,16-01-19,0.082191781,1705.69092,1705.7,-224.2,-13.14416369,-13.1,215.8,Yes,Yes,,,,,,,,,,,,,
18-12-18,1470.3,1690.1,17-01-19,0.082191781,1698.455325,1698.5,-228.2,-13.43538416,-13.4,219.8,Yes,Yes,,,,,,,,,,,,,
19-12-18,1486.6,1679.5,18-01-19,0.082191781,1687.802922,1687.8,-201.2,-11.9208437,-11.9,192.9,Yes,Yes,,,,,,,,,,,,,
20-12-18,1510.8,1709.8,19-01-19,0.082191781,1718.252716,1718.3,-207.5,-12.07588896,-12.1,199,Yes,Yes,,,,,,,,,,,,,
21-12-18,1476.4,1661.8,20-01-19,0.082191781,1670.015419,1670,-193.6,-11.59281437,-11.6,185.4,Yes,Yes,,,,,,,,,,,,,
22-12-18,1476.4,1661.8,21-01-19,0.082191781,1670.015419,1670,-193.6,-11.59281437,-11.6,185.4,Yes,Yes,,,,,,,,,,,,,
23-12-18,1476.4,1661.8,22-01-19,0.082191781,1670.015419,1670,-193.6,-11.59281437,-11.6,185.4,Yes,Yes,,,,,,,,,,,,,
24-12-18,1475.5,1639.6,23-01-19,0.082191781,1647.705669,1647.7,-172.2,-10.4509316,-10.5,164.1,Yes,Yes,,,,,,,,,,,,,
25-12-18,1475.5,1639.6,24-01-19,0.082191781,1647.705669,1647.7,-172.2,-10.4509316,-10.5,164.1,Yes,Yes,,,,,,,,,,,,,
26-12-18,1500.8,1667.9,25-01-19,0.082191781,1676.145575,1676.1,-175.3,-10.45880317,-10.5,167.1,Yes,Yes,,,,,,,,,,,,,
27-12-18,1535.2,1702.5,26-01-19,0.082191781,1710.916627,1710.9,-175.7,-10.26944883,-10.3,167.3,Yes,Yes,,,,,,,,,,,,,
28-12-18,1511,1685.1,27-01-19,0.082191781,1693.430607,1693.4,-182.4,-10.77122948,-10.8,174.1,Yes,Yes,,,,,,,,,,,,,
29-12-18,1511,1685.1,28-01-19,0.082191781,1693.430607,1693.4,-182.4,-10.77122948,-10.8,174.1,Yes,Yes,,,,,,,,,,,,,
30-12-18,1511,1685.1,29-01-19,0.082191781,1693.430607,1693.4,-182.4,-10.77122948,-10.8,174.1,Yes,Yes,,,,,,,,,,,,,
31-12-18,1534.4,1699.5,30-01-19,0.082191781,1707.901796,1707.9,-173.5,-10.1586744,-10.2,165.1,Yes,Yes,,,,,,,,,,,,,
01-01-19,1611.8,1725.1,31-01-19,0.082191781,1733.628354,1733.6,-121.8,-7.025842178,-7,113.3,Yes,Yes,,,,,,,,,,,,,
02-01-19,1590.4,1733,01-02-19,0.082191781,1741.567409,1741.6,-151.2,-8.681672026,-8.7,142.6,Yes,Yes,,,,,,,,,,,,,
03-01-19,1614.2,1725.7,02-02-19,0.082191781,1734.23132,1734.2,-120,-6.919617115,-6.9,111.5,Yes,Yes,,,,,,,,,,,,,
04-01-19,1599,1729.1,03-02-19,0.082191781,1737.648129,1737.6,-138.6,-7.976519337,-8,130.1,Yes,Yes,,,,,,,,,,,,,
05-01-19,1599,1729.1,04-02-19,0.082191781,1737.648129,1737.6,-138.6,-7.976519337,-8,130.1,Yes,Yes,,,,,,,,,,,,,
06-01-19,1599,1729.1,05-02-19,0.082191781,1737.648129,1737.6,-138.6,-7.976519337,-8,130.1,Yes,Yes,,,,,,,,,,,,,
07-01-19,1650,1764.5,06-02-19,0.082191781,1773.223135,1773.2,-123.2,-6.947890819,-6.9,114.5,Yes,Yes,,,,,,,,,,,,,
08-01-19,1648,1775.1,07-02-19,0.082191781,1783.875538,1783.9,-135.9,-7.61814003,-7.6,127.1,Yes,Yes,,,,,,,,,,,,,
09-01-19,1629.7,1764.1,08-02-19,0.082191781,1772.821158,1772.8,-143.1,-8.071976534,-8.1,134.4,Yes,Yes,,,,,,,,,,,,,
10-01-19,1605.9,1742.2,09-02-19,0.082191781,1750.812891,1750.8,-144.9,-8.276216587,-8.3,136.3,Yes,Yes,,,,,,,,,,,,,
11-01-19,1613.1,1755.9,10-02-19,0.082191781,1764.58062,1764.6,-151.5,-8.585515131,-8.6,142.8,Yes,Yes,,,,,,,,,,,,,
12-01-19,1613.1,1755.9,11-02-19,0.082191781,1764.58062,1764.6,-151.5,-8.585515131,-8.6,142.8,Yes,Yes,,,,,,,,,,,,,
13-01-19,1613.1,1755.9,12-02-19,0.082191781,1764.58062,1764.6,-151.5,-8.585515131,-8.6,142.8,Yes,Yes,,,,,,,,,,,,,
14-01-19,1580.5,1728.5,13-02-19,0.082191781,1737.045163,1737,-156.5,-9.009786989,-9,148,Yes,Yes,,,,,,,,,,,,,
15-01-19,1600,1737.8,14-02-19,0.082191781,1746.391139,1746.4,-146.4,-8.38295923,-8.4,137.8,Yes,Yes,,,,,,,,,,,,,
16-01-19,1593,1740.2,15-02-19,0.082191781,1748.803004,1748.8,-155.8,-8.908966148,-8.9,147.2,Yes,Yes,,,,,,,,,,,,,
17-01-19,1602.8,1749.8,16-02-19,0.082191781,1758.450463,1758.5,-155.7,-8.854137049,-8.9,147,Yes,Yes,,,,,,,,,,,,,
18-01-19,1591,1750.2,17-02-19,0.082191781,1758.852441,1758.9,-167.9,-9.545738814,-9.5,159.2,Yes,Yes,,,,,,,,,,,,,
19-01-19,1591,1750.2,18-02-19,0.082191781,1758.852441,1758.9,-167.9,-9.545738814,-9.5,159.2,Yes,Yes,,,,,,,,,,,,,
20-01-19,1591,1750.2,19-02-19,0.082191781,1758.852441,1758.9,-167.9,-9.545738814,-9.5,159.2,Yes,Yes,,,,,,,,,,,,,
21-01-19,1560.1,1730.5,20-02-19,0.082191781,1739.05505,1739.1,-179,-10.29268012,-10.3,170.4,Yes,Yes,,,,,,,,,,,,,
22-01-19,1500.6,1653.4,21-02-19,0.082191781,1661.573892,1661.6,-161,-9.689455946,-9.7,152.8,Yes,Yes,,,,,,,,,,,,,
23-01-19,1493.5,1640.3,22-02-19,0.082191781,1648.409129,1648.4,-154.9,-9.396991022,-9.4,146.8,Yes,Yes,,,,,,,,,,,,,
24-01-19,1513.1,1664.1,23-02-19,0.082191781,1672.326789,1672.3,-159.2,-9.519822998,-9.5,151,Yes,Yes,,,,,,,,,,,,,
25-01-19,1505.5,1653.7,24-02-19,0.082191781,1661.875375,1661.9,-156.4,-9.410915218,-9.4,148.2,Yes,Yes,,,,,,,,,,,,,
26-01-19,1505.5,1653.7,25-02-19,0.082191781,1661.875375,1661.9,-156.4,-9.410915218,-9.4,148.2,Yes,Yes,,,,,,,,,,,,,
27-01-19,1505.5,1653.7,26-02-19,0.082191781,1661.875375,1661.9,-156.4,-9.410915218,-9.4,148.2,Yes,Yes,,,,,,,,,,,,,
28-01-19,1525.8,1697.1,27-02-19,0.082191781,1705.489931,1705.5,-179.7,-10.53649956,-10.5,171.3,Yes,Yes,,,,,,,,,,,,,
29-01-19,1548.7,1703.3,28-02-19,0.082191781,1711.720582,1711.7,-163,-9.522696734,-9.5,154.6,Yes,Yes,,,,,,,,,,,,,
30-01-19,1592.7,1733.9,01-03-19,0.082191781,1742.471858,1742.5,-149.8,-8.596843615,-8.6,141.2,Yes,Yes,,,,,,,,,,,,,
31-01-19,1563.1,1693.8,02-03-19,0.082191781,1702.173617,1702.2,-139.1,-8.171777699,-8.2,130.7,Yes,Yes,,,,,,,,,,,,,
01-02-19,1557,1703.9,03-03-19,0.082191781,1712.323548,1712.3,-155.3,-9.06967237,-9.1,146.9,Yes,Yes,,,,,,,,,,,,,
02-02-19,1557,1703.9,04-03-19,0.082191781,1712.323548,1712.3,-155.3,-9.06967237,-9.1,146.9,Yes,Yes,,,,,,,,,,,,,
03-02-19,1557,1703.9,05-03-19,0.082191781,1712.323548,1712.3,-155.3,-9.06967237,-9.1,146.9,Yes,Yes,,,,,,,,,,,,,
04-02-19,1590.6,1722.9,06-03-19,0.082191781,1731.417478,1731.4,-140.8,-8.132147395,-8.1,132.3,Yes,Yes,,,,,,,,,,,,,
05-02-19,1595.1,1723.9,07-03-19,0.082191781,1732.422422,1732.4,-137.3,-7.925421381,-7.9,128.8,Yes,Yes,,,,,,,,,,,,,
06-02-19,1554,1700.7,08-03-19,0.082191781,1709.107728,1709.1,-155.1,-9.074951729,-9.1,146.7,Yes,Yes,,,,,,,,,,,,,
07-02-19,1564.7,1689,09-03-19,0.082191781,1697.349887,1697.3,-132.6,-7.812407942,-7.8,124.3,Yes,Yes,,,,,,,,,,,,,
08-02-19,1582.6,1705.3,10-03-19,0.082191781,1713.730469,1713.7,-131.1,-7.650113789,-7.7,122.7,Yes,Yes,,,,,,,,,,,,,
09-02-19,1582.6,1705.3,11-03-19,0.082191781,1713.730469,1713.7,-131.1,-7.650113789,-7.7,122.7,Yes,Yes,,,,,,,,,,,,,
10-02-19,1582.6,1705.3,12-03-19,0.082191781,1713.730469,1713.7,-131.1,-7.650113789,-7.7,122.7,Yes,Yes,,,,,,,,,,,,,
11-02-19,1582.3,1725.1,13-03-19,0.082191781,1733.628354,1733.6,-151.3,-8.727503461,-8.7,142.8,Yes,Yes,,,,,,,,,,,,,
12-02-19,1581.4,1694.3,14-03-19,0.082191781,1702.676088,1702.7,-121.3,-7.123979562,-7.1,112.9,Yes,Yes,,,,,,,,,,,,,
13-02-19,1629.5,1709.7,15-03-19,0.082191781,1718.152221,1718.2,-88.7,-5.162379234,-5.2,80.2,Yes,Yes,,,,,,,,,,,,,
14-02-19,1619,1725.6,16-03-19,0.082191781,1734.130826,1734.1,-115.1,-6.637448821,-6.6,106.6,Yes,Yes,,,,,,,,,,,,,
15-02-19,1612.4,1709.4,17-03-19,0.082191781,1717.850738,1717.9,-105.5,-6.14121893,-6.1,97,Yes,Yes,,,,,,,,,,,,,
16-02-19,1612.4,1709.4,18-03-19,0.082191781,1717.850738,1717.9,-105.5,-6.14121893,-6.1,97,Yes,Yes,,,,,,,,,,,,,
17-02-19,1612.4,1709.4,19-03-19,0.082191781,1717.850738,1717.9,-105.5,-6.14121893,-6.1,97,Yes,Yes,,,,,,,,,,,,,
18-02-19,1672,1726,20-03-19,0.082191781,1734.532803,1734.5,-62.5,-3.603343903,-3.6,54,Yes,Yes,,,,,,,,,,,,,
19-02-19,1652.5,1718.5,21-03-19,0.082191781,1726.995726,1727,-74.5,-4.313839027,-4.3,66,Yes,Yes,,,,,,,,,,,,,
20-02-19,1659.9,1718.2,22-03-19,0.082191781,1726.694243,1726.7,-66.8,-3.868651184,-3.9,58.3,Yes,Yes,,,,,,,,,,,,,
21-02-19,1620.5,1722.7,23-03-19,0.082191781,1731.216489,1731.2,-110.7,-6.394408503,-6.4,102.2,Yes,Yes,,,,,,,,,,,,,
22-02-19,1612.7,1722.5,24-03-19,0.082191781,1731.0155,1731,-118.3,-6.834199884,-6.8,109.8,Yes,Yes,,,,,,,,,,,,,
23-02-19,1612.7,1722.5,25-03-19,0.082191781,1731.0155,1731,-118.3,-6.834199884,-6.8,109.8,Yes,Yes,,,,,,,,,,,,,
24-02-19,1612.7,1722.5,26-03-19,0.082191781,1731.0155,1731,-118.3,-6.834199884,-6.8,109.8,Yes,Yes,,,,,,,,,,,,,
25-02-19,1667.3,1731.7,27-03-19,0.082191781,1740.260982,1740.3,-73,-4.194679078,-4.2,64.4,Yes,Yes,,,,,,,,,,,,,
26-02-19,1681.4,1736,28-03-19,0.082191781,1744.58224,1744.6,-63.2,-3.622606901,-3.6,54.6,Yes,Yes,,,,,,,,,,,,,
27-02-19,1710.8,1739.3,29-03-19,0.082191781,1747.898554,1747.9,-37.1,-2.122547056,-2.1,28.5,Yes,Yes,,,,,,,,,,,,,
28-02-19,1660.9,1711.1,30-03-19,0.082191781,1719.559142,1719.6,-58.7,-3.413584555,-3.4,50.2,Yes,Yes,,,,,,,,,,,,,
01-03-19,1610.8,1708.4,31-03-19,0.082191781,1716.845794,1716.8,-106,-6.174277726,-6.2,97.6,Yes,Yes,,,,,,,,,,,,,
02-03-19,1610.8,1708.4,01-04-19,0.082191781,1716.845794,1716.8,-106,-6.174277726,-6.2,97.6,Yes,Yes,,,,,,,,,,,,,
03-03-19,1610.8,1708.4,02-04-19,0.082191781,1716.845794,1716.8,-106,-6.174277726,-6.2,97.6,Yes,Yes,,,,,,,,,,,,,
04-03-19,1610.8,1708.4,03-04-19,0.082191781,1716.845794,1716.8,-106,-6.174277726,-6.2,97.6,Yes,Yes,,,,,,,,,,,,,
05-03-19,1602.4,1720.9,04-04-19,0.082191781,1729.407591,1729.4,-127,-7.343587371,-7.3,118.5,Yes,Yes,,,,,,,,,,,,,
06-03-19,1613.2,1725.3,05-04-19,0.082191781,1733.829343,1733.8,-120.6,-6.955819587,-7,112.1,Yes,Yes,,,,,,,,,,,,,
07-03-19,1620.7,1720.9,06-04-19,0.082191781,1729.407591,1729.4,-108.7,-6.285416908,-6.3,100.2,Yes,Yes,,,,,,,,,,,,,
08-03-19,1635.8,1731,07-04-19,0.082191781,1739.557522,1739.6,-103.8,-5.96688894,-6,95.2,Yes,Yes,,,,,,,,,,,,,
09-03-19,1635.8,1731,08-04-19,0.082191781,1739.557522,1739.6,-103.8,-5.96688894,-6,95.2,Yes,Yes,,,,,,,,,,,,,
10-03-19,1635.8,1731,09-04-19,0.082191781,1739.557522,1739.6,-103.8,-5.96688894,-6,95.2,Yes,Yes,,,,,,,,,,,,,
11-03-19,1653.7,1742.5,10-04-19,0.082191781,1751.114374,1751.1,-97.4,-5.562218034,-5.6,88.8,Yes,Yes,,,,,,,,,,,,,
12-03-19,1682.5,1775.3,11-04-19,0.082191781,1784.076527,1784.1,-101.6,-5.694748052,-5.7,92.8,Yes,Yes,,,,,,,,,,,,,
13-03-19,1684.9,1765.1,12-04-19,0.082191781,1773.826101,1773.8,-88.9,-5.01183899,-5,80.2,Yes,Yes,,,,,,,,,,,,,
14-03-19,1692.3,1756.3,13-04-19,0.082191781,1764.982597,1765,-72.7,-4.11898017,-4.1,64,Yes,Yes,,,,,,,,,,,,,
15-03-19,1690.6,1760.4,14-04-19,0.082191781,1769.102866,1769.1,-78.5,-4.437284495,-4.4,69.8,Yes,Yes,,,,,,,,,,,,,
16-03-19,1690.6,1760.4,15-04-19,0.082191781,1769.102866,1769.1,-78.5,-4.437284495,-4.4,69.8,Yes,Yes,,,,,,,,,,,,,
17-03-19,1690.6,1760.4,16-04-19,0.082191781,1769.102866,1769.1,-78.5,-4.437284495,-4.4,69.8,Yes,Yes,,,,,,,,,,,,,
18-03-19,1651.7,1730,17-04-19,0.082191781,1738.552578,1738.6,-86.9,-4.998274474,-5,78.3,Yes,Yes,,,,,,,,,,,,,
19-03-19,1633.9,1716.5,18-04-19,0.082191781,1724.985838,1725,-91.1,-5.28115942,-5.3,82.6,Yes,Yes,,,,,,,,,,,,,
20-03-19,1641.1,1719.7,19-04-19,0.082191781,1728.201658,1728.2,-87.1,-5.039925934,-5,78.6,Yes,Yes,,,,,,,,,,,,,
21-03-19,1641.1,1719.7,20-04-19,0.082191781,1728.201658,1728.2,-87.1,-5.039925934,-5,78.6,Yes,Yes,,,,,,,,,,,,,
22-03-19,1627,1711.4,21-04-19,0.082191781,1719.860625,1719.9,-92.9,-5.40147683,-5.4,84.4,Yes,Yes,,,,,,,,,,,,,
23-03-19,1627,1711.4,22-04-19,0.082191781,1719.860625,1719.9,-92.9,-5.40147683,-5.4,84.4,Yes,Yes,,,,,,,,,,,,,
24-03-19,1627,1711.4,23-04-19,0.082191781,1719.860625,1719.9,-92.9,-5.40147683,-5.4,84.4,Yes,Yes,,,,,,,,,,,,,
25-03-19,1658,1732.9,24-04-19,0.082191781,1741.466915,1741.5,-83.5,-4.794717198,-4.8,74.9,Yes,Yes,,,,,,,,,,,,,
26-03-19,1665.3,1733.6,25-04-19,0.082191781,1742.170375,1742.2,-76.9,-4.413959362,-4.4,68.3,Yes,Yes,,,,,,,,,,,,,
27-03-19,1705.8,1753.6,26-04-19,0.082191781,1762.269249,1762.3,-56.5,-3.206037565,-3.2,47.8,Yes,Yes,,,,,,,,,,,,,
28-03-19,1670.9,1738.2,27-04-19,0.082191781,1746.793116,1746.8,-75.9,-4.345088161,-4.3,67.3,Yes,Yes,,,,,,,,,,,,,
29-03-19,1732,1716,28-04-19,0.082191781,1724.483366,1724.5,7.5,0.434908669,0.4,-16,No,No,,,,,,,,,,,,,
30-03-19,1732,1716,29-04-19,0.082191781,1724.483366,1724.5,7.5,0.434908669,0.4,-16,No,No,,,,,,,,,,,,,
31-03-19,1732,1716,30-04-19,0.082191781,1724.483366,1724.5,7.5,0.434908669,0.4,-16,No,No,,,,,,,,,,,,,
01-04-19,1606.5,1737.4,01-05-19,0.082191781,1745.989161,1746,-139.5,-7.989690722,-8,130.9,Yes,Yes,,,,,,,,,,,,,
02-04-19,1577.9,1708.8,02-05-19,0.082191781,1717.247772,1717.2,-139.3,-8.11204286,-8.1,130.9,Yes,Yes,,,,,,,,,,,,,
03-04-19,1544.8,1686.7,03-05-19,0.082191781,1695.038516,1695,-150.2,-8.861356932,-8.9,141.9,Yes,Yes,,,,,,,,,,,,,
04-04-19,1535.6,1685.8,04-05-19,0.082191781,1694.134067,1694.1,-158.5,-9.356000236,-9.4,150.2,Yes,Yes,,,,,,,,,,,,,
05-04-19,1523.2,1668.9,05-05-19,0.082191781,1677.150519,1677.2,-154,-9.18196995,-9.2,145.7,Yes,Yes,,,,,,,,,,,,,
06-04-19,1523.2,1668.9,06-05-19,0.082191781,1677.150519,1677.2,-154,-9.18196995,-9.2,145.7,Yes,Yes,,,,,,,,,,,,,
07-04-19,1523.2,1668.9,07-05-19,0.082191781,1677.150519,1677.2,-154,-9.18196995,-9.2,145.7,Yes,Yes,,,,,,,,,,,,,
08-04-19,1490.8,1609.6,08-05-19,0.082191781,1617.557358,1617.6,-126.8,-7.838773492,-7.8,118.8,Yes,Yes,,,,,,,,,,,,,
09-04-19,1467,1609.2,09-05-19,0.082191781,1617.155381,1617.2,-150.2,-9.28765768,-9.3,142.2,Yes,Yes,,,,,,,,,,,,,
10-04-19,1472,1588.5,10-05-19,0.082191781,1596.353046,1596.4,-124.4,-7.7925332,-7.8,116.5,Yes,Yes,,,,,,,,,,,,,
11-04-19,1480.3,1553.8,11-05-19,0.082191781,1561.4815,1561.5,-81.2,-5.200128082,-5.2,73.5,Yes,Yes,,,,,,,,,,,,,
12-04-19,1453.7,1579.5,12-05-19,0.082191781,1587.308553,1587.3,-133.6,-8.416808417,-8.4,125.8,Yes,Yes,,,,,,,,,,,,,
13-04-19,1453.7,1579.5,13-05-19,0.082191781,1587.308553,1587.3,-133.6,-8.416808417,-8.4,125.8,Yes,Yes,,,,,,,,,,,,,
14-04-19,1453.7,1579.5,14-05-19,0.082191781,1587.308553,1587.3,-133.6,-8.416808417,-8.4,125.8,Yes,Yes,,,,,,,,,,,,,
15-04-19,1492.5,1603.2,15-05-19,0.082191781,1611.125719,1611.1,-118.6,-7.361430079,-7.4,110.7,Yes,Yes,,,,,,,,,,,,,
16-04-19,1497.6,1599.1,16-05-19,0.082191781,1607.005449,1607,-109.4,-6.807716241,-6.8,101.5,Yes,Yes,,,,,,,,,,,,,
17-04-19,1497.6,1599.1,17-05-19,0.082191781,1607.005449,1607,-109.4,-6.807716241,-6.8,101.5,Yes,Yes,,,,,,,,,,,,,
18-04-19,1508,1604.4,18-05-19,0.082191781,1612.331651,1612.3,-104.3,-6.469019413,-6.5,96.4,Yes,Yes,,,,,,,,,,,,,
19-04-19,1508,1604.4,19-05-19,0.082191781,1612.331651,1612.3,-104.3,-6.469019413,-6.5,96.4,Yes,Yes,,,,,,,,,,,,,
20-04-19,1508,1604.4,20-05-19,0.082191781,1612.331651,1612.3,-104.3,-6.469019413,-6.5,96.4,Yes,Yes,,,,,,,,,,,,,
21-04-19,1508,1604.4,21-05-19,0.082191781,1612.331651,1612.3,-104.3,-6.469019413,-6.5,96.4,Yes,Yes,,,,,,,,,,,,,
22-04-19,1502.2,1603.3,22-05-19,0.082191781,1611.226213,1611.2,-109,-6.765143992,-6.8,101.1,Yes,Yes,,,,,,,,,,,,,
23-04-19,1491.9,1603.3,23-05-19,0.082191781,1611.226213,1611.2,-119.3,-7.404419067,-7.4,111.4,Yes,Yes,,,,,,,,,,,,,
24-04-19,1499.3,1606.2,24-05-19,0.082191781,1614.14055,1614.1,-114.8,-7.112322657,-7.1,106.9,Yes,Yes,,,,,,,,,,,,,
25-04-19,1529.8,1603.6,25-05-19,0.082191781,1611.527696,1611.5,-81.7,-5.069810735,-5.1,73.8,Yes,Yes,,,,,,,,,,,,,
26-04-19,1587.1,1604.9,26-05-19,0.082191781,1612.834123,1612.8,-25.7,-1.593501984,-1.6,17.8,Yes,Yes,,,,,,,,,,,,,
27-04-19,1587.1,1604.9,27-05-19,0.082191781,1612.834123,1612.8,-25.7,-1.593501984,-1.6,17.8,Yes,Yes,,,,,,,,,,,,,
28-04-19,1587.1,1604.9,28-05-19,0.082191781,1612.834123,1612.8,-25.7,-1.593501984,-1.6,17.8,Yes,Yes,,,,,,,,,,,,,
29-04-19,1587.1,1604.9,29-05-19,0.082191781,1612.834123,1612.8,-25.7,-1.593501984,-1.6,17.8,Yes,Yes,,,,,,,,,,,,,
30-04-19,1594.7,1560.7,30-05-19,0.082191781,1568.415612,1568.4,26.3,1.676868146,1.7,-34,No,No,,,,,,,,,,,,,
01-05-19,1367.6,1560.7,31-05-19,0.082191781,1568.415612,1568.4,-200.8,-12.80285641,-12.8,193.1,Yes,Yes,,,,,,,,,,,,,
02-05-19,1346,1511.6,01-06-19,0.082191781,1519.072877,1519.1,-173.1,-11.39490488,-11.4,165.6,Yes,Yes,,,,,,,,,,,,,
03-05-19,1367.3,1527.4,02-06-19,0.082191781,1534.950987,1535,-167.7,-10.92508143,-10.9,160.1,Yes,Yes,,,,,,,,,,,,,
04-05-19,1367.3,1527.4,03-06-19,0.082191781,1534.950987,1535,-167.7,-10.92508143,-10.9,160.1,Yes,Yes,,,,,,,,,,,,,
05-05-19,1367.3,1527.4,04-06-19,0.082191781,1534.950987,1535,-167.7,-10.92508143,-10.9,160.1,Yes,Yes,,,,,,,,,,,,,
06-05-19,1362.4,1527.4,05-06-19,0.082191781,1534.950987,1535,-172.6,-11.24429967,-11.2,165,Yes,Yes,,,,,,,,,,,,,
07-05-19,1391.8,1520.2,06-06-19,0.082191781,1527.715393,1527.7,-135.9,-8.895725601,-8.9,128.4,Yes,Yes,,,,,,,,,,,,,
08-05-19,1395.6,1533.2,07-06-19,0.082191781,1540.779661,1540.8,-145.2,-9.423676012,-9.4,137.6,Yes,Yes,,,,,,,,,,,,,
09-05-19,1399.1,1563,08-06-19,0.082191781,1570.726982,1570.7,-171.6,-10.92506526,-10.9,163.9,Yes,Yes,,,,,,,,,,,,,
10-05-19,1410.2,1555.9,09-06-19,0.082191781,1563.591882,1563.6,-153.4,-9.810693272,-9.8,145.7,Yes,Yes,,,,,,,,,,,,,
11-05-19,1410.2,1555.9,10-06-19,0.082191781,1563.591882,1563.6,-153.4,-9.810693272,-9.8,145.7,Yes,Yes,,,,,,,,,,,,,
12-05-19,1410.2,1555.9,11-06-19,0.082191781,1563.591882,1563.6,-153.4,-9.810693272,-9.8,145.7,Yes,Yes,,,,,,,,,,,,,
13-05-19,1411.9,1577.1,12-06-19,0.082191781,1584.896688,1584.9,-173,-10.91551517,-10.9,165.2,Yes,Yes,,,,,,,,,,,,,
14-05-19,1380,1557,13-06-19,0.082191781,1564.69732,1564.7,-184.7,-11.80417971,-11.8,177,Yes,Yes,,,,,,,,,,,,,
15-05-19,1373.1,1520.6,14-06-19,0.082191781,1528.11737,1528.1,-155,-10.14331523,-10.1,147.5,Yes,Yes,,,,,,,,,,,,,
16-05-19,1379.8,1535,15-06-19,0.082191781,1542.588559,1542.6,-162.8,-10.55361079,-10.6,155.2,Yes,Yes,,,,,,,,,,,,,
17-05-19,1397.4,1539.1,16-06-19,0.082191781,1546.708828,1546.7,-149.3,-9.652809207,-9.7,141.7,Yes,Yes,,,,,,,,,,,,,
18-05-19,1397.4,1539.1,17-06-19,0.082191781,1546.708828,1546.7,-149.3,-9.652809207,-9.7,141.7,Yes,Yes,,,,,,,,,,,,,
